Unique event name,Series,Number,Date,YouTube,Guests,Title or name of stream
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3, Chapter 5","Parr, Pezzulo, Friston 2022 Textbook","Cohort 3, Chapter 5",4/5/2023 4:00 PM,https://youtu.be/Ui8SwfQDhmA,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #041.1,GuestStream,#041.1,4/25/2023,https://www.youtube.com/watch?v=EEyVd9d3D5U,"Elliot Murphy,Steven T. Piantadosi ",A conversation on Chomsky and Large Language Models
GuestStream #042.1,GuestStream,#042.1,5/10/2023,https://www.youtube.com/watch?v=6bZYptbETAw,"Juan Diego Bogotá,Zakaria Djebbara",Time-consciousness in computational phenomenology: a temporal analysis of active inference
GuestStream #043.1,GuestStream,#043.1,5/11/2023,https://www.youtube.com/watch?v=ChO1u1mJRGE,Tom Froese,Irruption Theory: A Novel Conceptualization of the Enactive Account of Motivated Activity
Chris Fields ~ Physics As Information Processing ~ 2023 Lecture 1,Chris Fields ~ Physics As Information Processing ~ 2023,Lecture 1,5/18/2023,https://www.youtube.com/watch?v=RpOrRw4EhTo&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7,Chris Fields,Lecture 1 — Course information
BookStream #002.01,BookStream,#002.01,5/22/2023,https://www.youtube.com/watch?v=FV7pW4p60VI,,"Parr, Pezzulo, Friston 2022 ~ Chapter 1, 2, 3, 6 overview"
GuestStream #015.3,GuestStream,#015.3,6/1/2023,https://www.youtube.com/watch?v=S-tFHIqtbSI,Bobby Azarian,The Teleological Stance: The Free Energy Principle as a Basis for a Scientific Self-Help System
Livestream #054.0,Livestream,#054.0,6/1/2023,https://www.youtube.com/watch?v=HK9ZkbxieLY,,Mathematical Foundations for a Compositional Account of the Bayesian Brain
Chris Fields ~ Physics As Information Processing ~ 2023 Discussion 1,Chris Fields ~ Physics As Information Processing ~ 2023,Discussion 1,6/3/2023,https://www.youtube.com/watch?v=rOoTkgLI1Z8&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7,Ander Aguirre,Discussion 1 — Course information
"Parr, Pezzulo, Friston 2022 Textbook Cohort 4 Onboarding","Parr, Pezzulo, Friston 2022 Textbook",Cohort 4 Onboarding,6/6/2023 1:00 PM,https://youtu.be/3U8AXcIaUFI,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Livestream #054.1,Livestream,#054.1,6/7/2023,https://www.youtube.com/watch?v=fzFDvJhrn0U,Toby St Clere Smithe,Mathematical Foundations for a Compositional Account of the Bayesian Brain
GuestStream #044.1,GuestStream,#044.1,6/13/2023,https://www.youtube.com/watch?v=FymR0rKdLZo,"Naotsugu Tsuchiya,Hayato Saigo",Using category theory to assess the relationship between consciousness and integrated information theory
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3, Chapter 6","Parr, Pezzulo, Friston 2022 Textbook","Cohort 3, Chapter 6",6/13/2023 1:00 PM,https://youtu.be/wI9O5B2m3xM,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Chris Fields ~ Physics As Information Processing ~ 2023 Lecture 2,Chris Fields ~ Physics As Information Processing ~ 2023,Lecture 2,6/15/2023,https://www.youtube.com/watch?v=WkWIqpxWRM4&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7,Chris Fields,Lecture 2 — Course information
Livestream #054.2,Livestream,#054.2,6/15/2023,https://www.youtube.com/watch?v=GfImcptiLsY,Toby St Clere Smithe,Mathematical Foundations for a Compositional Account of the Bayesian Brain
GuestStream #045.1,GuestStream,#045.1,6/19/2023,https://www.youtube.com/watch?v=y0Jyj6LAb8g,"Maxwell J D Ramstead,Mahault Albarracin",The inner screen model of consciousness: applying the free energy principle directly to the study of conscious experience
"Parr, Pezzulo, Friston 2022 Textbook Cohort 4, Chapter 1 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 4, Chapter 1 part 1",6/20/2023 1:00 PM,https://youtu.be/F6-0JpsrzFA,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3, Chapter 6","Parr, Pezzulo, Friston 2022 Textbook","Cohort 3, Chapter 6",6/20/2023 10:00 PM,https://youtu.be/5F8kbj05KHU,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #046.1,GuestStream,#046.1,6/23/2023,https://www.youtube.com/watch?v=dUW8cD8XUec,Denise Holt,Active Inference AI & the Spatial Web
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3, Chapter 7","Parr, Pezzulo, Friston 2022 Textbook","Cohort 3, Chapter 7",6/27/2023 1:00 PM,https://youtu.be/ych0eX3C3YY,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 4, Chapter 1 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 4, Chapter 1 part 2",6/27/2023 10:00 PM,https://youtu.be/ceHICB7bm_c,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Roundtable 2023.2,Roundtable,2023.2,6/30/2023,https://www.youtube.com/watch?v=aJ9Py86ZFjU,,2023 Quarterly Roundtable #2
Chris Fields ~ Physics As Information Processing ~ 2023 Discussion 2,Chris Fields ~ Physics As Information Processing ~ 2023,Discussion 2,7/1/2023,https://www.youtube.com/watch?v=hSj7eOYuZe4&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7&,"Ander Aguirre,Chris Fields",Discussion 2 — Course information
"Parr, Pezzulo, Friston 2022 Textbook Cohort 4, Chapter 2 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 4, Chapter 2 part 1",7/4/2023 1:00 PM,https://youtu.be/k7nySEbMQDI,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3, Chapter 7","Parr, Pezzulo, Friston 2022 Textbook","Cohort 3, Chapter 7",7/4/2023 10:00 PM,https://youtu.be/Q5G-5FgTCFQ,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Active Inference for the Social Sciences — Introduction Lecture,Active Inference for the Social Sciences,— Introduction Lecture,7/7/2023,https://www.youtube.com/watch?v=JkORFoyk8o8&list=PLNm0u2n1IwdoE8kkRwf1B6o4qhrbVcyFw,Avel Guénin-Carlut,Introduction (Lecture) — Course home
GuestStream #047.1,GuestStream,#047.1,7/10/2023,https://www.youtube.com/watch?v=O6adLcDhOYU,Samuel C. Bellini-Leite,The Predicting and Reflecting Framework for Dual Process Theory of Reasoning and Large Language Models.
Active Inference for the Social Sciences — Basics of ActInf (Lecture),Active Inference for the Social Sciences,— Basics of ActInf (Lecture),7/11/2023,https://www.youtube.com/watch?v=BNLnbOFdgc0&list=PLNm0u2n1IwdoE8kkRwf1B6o4qhrbVcyFw&,Ben White,Basics of ActInf (Lecture) — Course home
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3, Chapter 8","Parr, Pezzulo, Friston 2022 Textbook","Cohort 3, Chapter 8",7/11/2023 1:00 PM,https://youtu.be/4ZffpVN-Pe4,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 4, Chapter 2 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 4, Chapter 2 part 2",7/11/2023 10:00 PM,https://youtu.be/QdyHzs1Slec,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Chris Fields ~ Physics As Information Processing ~ 2023 Lecture 3,Chris Fields ~ Physics As Information Processing ~ 2023,Lecture 3,7/13/2023,https://www.youtube.com/watch?v=TOZp_XNYijQ&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7&,Chris Fields,Lecture 3 — Course information
ModelStream #009.1,ModelStream,#009.1,7/15/2023,https://www.youtube.com/watch?v=CEKWhxnH3-E,Aswin Paul,On efficient computation in active inference
MathStream #005.1,MathStream,#005.1,7/17/2023,https://www.youtube.com/watch?v=QqEp4jtaQ2E,Cristian Bodnar,"Topological Deep Learning: Graphs, Complexes, Sheaves"
"Parr, Pezzulo, Friston 2022 Textbook Cohort 4, Chapter 3 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 4, Chapter 3 part 1",7/18/2023 1:00 PM,https://youtu.be/MIcDVLoElk8,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3, Chapter 8","Parr, Pezzulo, Friston 2022 Textbook","Cohort 3, Chapter 8",7/18/2023 10:00 PM,https://youtu.be/6w-2IBLM6KU,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #048.1,GuestStream,#048.1,7/19/2023,https://www.youtube.com/watch?v=aFwuucck7a8,"Adam Safron,Arthur Juliani",Deep CANALs: A Deep Learning Approach to Refining the Canalization Theory of Psychopathology
Active Inference for the Social Sciences — Basics of ActInf (Discussion),Active Inference for the Social Sciences,— Basics of ActInf (Discussion),7/25/2023,https://www.youtube.com/watch?v=u6taX0npOY8&list=PLNm0u2n1IwdoE8kkRwf1B6o4qhrbVcyFw&,Ben White,Basics of ActInf (Discussion) — Course home
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3, Chapter 9","Parr, Pezzulo, Friston 2022 Textbook","Cohort 3, Chapter 9",7/25/2023 1:00 PM,https://youtu.be/F-kYst2mxTQ,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 4, Chapter 3 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 4, Chapter 3 part 2",7/25/2023 10:00 PM,https://youtu.be/BKgKVl_soZA,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #049.1,GuestStream,#049.1,7/26/2023,https://www.youtube.com/watch?v=dUXfgzKHV1c,Megan Peters,"Clickbait, consciousness science, and responsible journalism"
GuestStream #050.1,GuestStream,#050.1,7/27/2023,https://www.youtube.com/watch?v=vBk0zZEy59E,"Valeria Becattini,Anna Ciaunica","Selfless Minds, Unlimited Bodies? Homeostatic Bodily Self-Regulation in Meditative Experiences"
BookStream #002.02,BookStream,#002.02,7/28/2023,https://www.youtube.com/watch?v=3_5pTCguAv4,,"Parr, Pezzulo, Friston ~ Chapter 4, 5, 7, 8 overview"
GuestStream #051.1,GuestStream,#051.1,7/28/2023,https://www.youtube.com/watch?v=NOj0mB8I6BI,Tommaso Salvatori,Causal Inference via Predictive Coding
Chris Fields ~ Physics As Information Processing ~ 2023 Discussion 3,Chris Fields ~ Physics As Information Processing ~ 2023,Discussion 3,7/29/2023,https://www.youtube.com/watch?v=hOto96Q8sYQ&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7&,Ander Aguirre,Discussion 3 — Course information
"Parr, Pezzulo, Friston 2022 Textbook Cohort 4, Chapter 4 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 4, Chapter 4 part 1",8/1/2023 1:00 PM,https://youtu.be/PKyPg32Lq9A,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3, Chapter 9","Parr, Pezzulo, Friston 2022 Textbook","Cohort 3, Chapter 9",8/1/2023 10:00 PM,https://youtu.be/QBEOnqGqeRY,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Active Inference for the Social Sciences — Collective Behavior (Lecture),Active Inference for the Social Sciences,— Collective Behavior (Lecture),8/2/2023,https://www.youtube.com/watch?v=ran1M2UmD80&list=PLNm0u2n1IwdoE8kkRwf1B6o4qhrbVcyFw,Daniel Friedman,Collective Behavior (Lecture) — Course home
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3, Chapter 10","Parr, Pezzulo, Friston 2022 Textbook","Cohort 3, Chapter 10",8/8/2023 1:00 PM,https://youtu.be/2UBBVXykuTMz,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 4, Chapter 4 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 4, Chapter 4 part 2",8/8/2023 10:00 PM,https://youtu.be/nsi6IAmt4Zc,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Chris Fields ~ Physics As Information Processing ~ 2023 Lecture 4,Chris Fields ~ Physics As Information Processing ~ 2023,Lecture 4,8/10/2023,https://www.youtube.com/watch?v=k55mAFCIQ60&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7&,Chris Fields,Lecture 4 — Course information
GuestStream #052.1,GuestStream,#052.1,8/10/2023,https://www.youtube.com/watch?v=KPeOC9eNDnA,"Ahmed ElSaid,Travis Desell ",Backpropagation-Free 4D Continuous Ant-Based Neural Topology Search
"Parr, Pezzulo, Friston 2022 Textbook Cohort 3, Chapter 10","Parr, Pezzulo, Friston 2022 Textbook","Cohort 3, Chapter 10",8/15/2023,https://youtu.be/0x3TIoZal9Q,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 4, Chapter 5 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 4, Chapter 5 part 1",8/15/2023 1:00 PM,https://youtu.be/q5nQWvYZDrE,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Active Inference for the Social Sciences — Collective Behavior (Discussion) ",Active Inference for the Social Sciences,"— Collective Behavior (Discussion) ",8/16/2023,https://youtube.com/watch?v=2IxxzY2ZDHA&list=PLNm0u2n1IwdoE8kkRwf1B6o4qhrbVcyFw&,Daniel Friedman,Collective Behavior (Discussion) — Course home
Applied Active Inference Symposium — Enacting Ecosystems 2023,Applied Active Inference Symposium,— Enacting Ecosystems 2023,8/22/2023,https://www.youtube.com/watch?v=PVeyvHSAwmk,"Keith Duggar,Sanjeev Namjoshi,Inês Hipólito,Aswin Paul,Takuya Isomura,Shanna Dobson,Nynke Boiten,André Bastos","3rd Applied Active Inference Symposium “Enacting Ecosystems of Shared Intelligence”, part 2"
Applied Active Inference Symposium — Enacting Ecosystems 2023,Applied Active Inference Symposium,— Enacting Ecosystems 2023,8/22/2023,https://www.youtube.com/watch?v=rIemcswLfGg,"JF Cloutier,Conor Heins,Bert de Vries,Dmitry Bagaev,Bart van Erp,Rafael Kaufmann,Avel Guénin-Carlut,Pablo Fernandez-Maquieira,Anna Lembke,Curt Jaimungal,Karl J Friston","3rd Applied Active Inference Symposium “Enacting Ecosystems of Shared Intelligence”, part 1"
"Parr, Pezzulo, Friston 2022 Textbook Cohort 4, Chapter 5 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 4, Chapter 5 part 2",8/22/2023 10:00 PM,https://youtu.be/1Ooz_N1HJ58,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #053.1,GuestStream,#053.1,8/23/2023,https://www.youtube.com/watch?v=_GHJO_bnyrY,"Mark Solms,Alexey Tolchinsky,Andrea Clarici,Michael Levin,Bryn O’Reilly,Albert D’Hulst",A case for chaos theory inclusion in neuropsychoanalytic modeling
GuestStream #054.1,GuestStream,#054.1,8/25/2023,https://www.youtube.com/watch?v=bhLPZaLmi2k,"Andrés Gómez-Emilsson,Chris Percy",Electromagnetic Field Topology Consciousness
Chris Fields ~ Physics As Information Processing ~ 2023 Discussion 4,Chris Fields ~ Physics As Information Processing ~ 2023,Discussion 4,8/26/2023,https://www.youtube.com/watch?v=jWEcQVcgleM&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7&,"Ander Aguirre,Chris Fields",Discussion 4 — Course information
GuestStream #055.1,GuestStream,#055.1,8/30/2023,https://www.youtube.com/watch?v=a4DC1YCVpsU,"James Pang,Alex Fornito",Geometric constraints on human brain function
Active Inference for the Social Sciences — Semiotics and Semantics (Lecture),Active Inference for the Social Sciences,— Semiotics and Semantics (Lecture),8/30/2023,https://www.youtube.com/watch?v=4ijYLWm4P2I&list=PLNm0u2n1IwdoE8kkRwf1B6o4qhrbVcyFw&,Lorena Sganzerla,Semiotics and Semantics (Lecture) — Course home
MathStream #006.1,MathStream,#006.1,9/1/2023,https://www.youtube.com/watch?v=p1GMPGBJGfw,Sean Tull,Active Inference in String Diagrams
Active Inference for the Social Sciences — Semiotics and Semantics (Discussion),Active Inference for the Social Sciences,— Semiotics and Semantics (Discussion),9/12/2023,https://www.youtube.com/watch?v=MrAiB9X7Ock&list=PLNm0u2n1IwdoE8kkRwf1B6o4qhrbVcyFw&,Lorena Sganzerla,Semiotics and Semantics (Discussion) — Course home
Chris Fields ~ Physics As Information Processing ~ 2023 Lecture 5,Chris Fields ~ Physics As Information Processing ~ 2023,Lecture 5,9/14/2023,https://www.youtube.com/watch?v=Il9sBNAia7g&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7,Chris Fields,Lecture 5 — Course information
GuestStream #056.1,GuestStream,#056.1,9/15/2023,https://www.youtube.com/watch?v=h0Tfm2lw6PQ,Grégoire Sergeant,Agency with structured latent state-spaces: a model for computational phenomenology.
GuestStream #057.1,GuestStream,#057.1,9/18/2023,https://www.youtube.com/watch?v=1uIRljnLtc4,Andy Keller,Natural Neural Structure in Artificial Neural Networks
GuestStream #058.1,GuestStream,#058.1,9/19/2023,https://www.youtube.com/watch?v=Sz7ZP2N6DuE,"Karl J Friston,Cheng-Ming Chuong,Andrew Schwartz",Working with Gerald Edelman
MathStream #007.1,MathStream,#007.1,9/19/2023,https://www.youtube.com/watch?v=kJUVdt-fN7U,Vincent Wang-Mascianica,Constructor Theory as Process Theory
"Parr, Pezzulo, Friston 2022 Textbook Cohort 5 Onboarding","Parr, Pezzulo, Friston 2022 Textbook",Cohort 5 Onboarding,9/19/2023,https://youtu.be/3CQmexsuF64,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 4, Chapter 6 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 4, Chapter 6 part 1",9/19/2023 12:00 PM,https://youtu.be/dlZk_iF9EqM,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Active Inference for the Social Sciences — Norms, Scripts, Narratives, Languages (Lecture)",Active Inference for the Social Sciences,"— Norms, Scripts, Narratives, Languages (Lecture)",9/20/2023,https://www.youtube.com/watch?v=Qbmuu61dnWY&list=PLNm0u2n1IwdoE8kkRwf1B6o4qhrbVcyFw&,Mahault Albarracin,"Norms, Scripts, Narratives, Languages (Lecture) — Course home"
MorphStream #001.1,MorphStream,#001.1,9/26/2023,https://www.youtube.com/watch?v=MzYmdBaJIYc,"David Kappel,Sarah Hamburg",
"Parr, Pezzulo, Friston 2022 Textbook Cohort 4, Chapter 6 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 4, Chapter 6 part 2",9/26/2023,https://youtu.be/-j5JXt79H3w,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 5, Chapter 1 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 5, Chapter 1 part 1",9/26/2023,https://youtu.be/85HzeHfna08,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Roundtable 2023.3,Roundtable,2023.3,9/29/2023,https://www.youtube.com/watch?v=93-rNtJR-9I,,2023 Quarterly Roundtable #3
Chris Fields ~ Physics As Information Processing ~ 2023 Discussion 5,Chris Fields ~ Physics As Information Processing ~ 2023,Discussion 5,9/30/2023,https://www.youtube.com/watch?v=_NfqCpsZPeM&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7&,Ander Aguirre,Discussion 5 — Course information
"Parr, Pezzulo, Friston 2022 Textbook Cohort 5, Chapter 1 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 5, Chapter 1 part 2",10/3/2023,https://youtu.be/1w2JUt-xHH4,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 4, Chapter 7 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 4, Chapter 7 part 1",10/10/2023 12:00 PM,https://youtu.be/gEL56jY7CY0,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 5, Chapter 2 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 5, Chapter 2 part 1",10/10/2023 12:00 PM,https://youtu.be/Wbl_xK_-ldM,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Chris Fields ~ Physics As Information Processing ~ 2023 Lecture 6,Chris Fields ~ Physics As Information Processing ~ 2023,Lecture 6,10/12/2023,https://www.youtube.com/watch?v=bSPQ3BkqTh4&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7&,Chris Fields,Lecture 6 — Course information
"Parr, Pezzulo, Friston 2022 Textbook Cohort 4, Chapter 8 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 4, Chapter 8 part 1",10/17/2023 12:00 PM,https://youtu.be/Z8hWG4Qf92w,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 5, Chapter 2 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 5, Chapter 2 part 2",10/17/2023 12:00 PM,https://youtu.be/snOZwtTgX3Q,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Active Inference for the Social Sciences — Social constraints (Lecture),Active Inference for the Social Sciences,— Social constraints (Lecture),10/18/2023,https://www.youtube.com/watch?v=StyeVhPobXg&list=PLNm0u2n1IwdoE8kkRwf1B6o4qhrbVcyFw&,Avel Guénin-Carlut,Social constraints (Lecture) — Course home
GuestStream #059.1,GuestStream,#059.1,10/18/2023,https://www.youtube.com/watch?v=knhfxLxyeyQ,David Tuckett,Conviction Narrative Theory: A theory of choice under radical uncertainty
GuestStream #060.1,GuestStream,#060.1,10/18/2023,https://www.youtube.com/watch?v=TubYmyvsynA,Kristen Whittle,Reflections and implications of a naïve attitude to architecture
GuestStream #061.1,GuestStream,#061.1,10/20/2023,https://www.youtube.com/watch?v=vh8Q6Bc-TQA,Shagor Rahman,Myth of objectivity and the origin of symbols
Livestream #055.0,Livestream,#055.0,10/24/2023,https://www.youtube.com/watch?v=nuUWmwrz6cI,,"Realising Synthetic Active Inference Agents, Part I: Epistemic Objectives and Graphical Specification Language

Realising Synthetic Active Inference Agents, Part II: Variational Message Updates"
"Parr, Pezzulo, Friston 2022 Textbook Cohort 4, Chapter 8 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 4, Chapter 8 part 2",10/24/2023 12:00 PM,https://youtu.be/Gz0yDB6VOSI,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 5, Chapter 3 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 5, Chapter 3 part 1",10/24/2023 12:00 PM,https://youtu.be/v8DiGoR29z8,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Active Inference for the Social Sciences — Social constraints (Discussion) ",Active Inference for the Social Sciences,"— Social constraints (Discussion) ",10/25/2023,https://www.youtube.com/watch?v=pJit1ONOYcM&list=PLNm0u2n1IwdoE8kkRwf1B6o4qhrbVcyFw,Avel Guénin-Carlut,Social constraints (Discussion) — Course home
Chris Fields ~ Physics As Information Processing ~ 2023 Discussion 6,Chris Fields ~ Physics As Information Processing ~ 2023,Discussion 6,10/28/2023,https://www.youtube.com/watch?v=dAolShffDWo&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7&,Ander Aguirre,Discussion 6 — Course information
GuestStream #062.1,GuestStream,#062.1,10/30/2023,https://www.youtube.com/watch?v=ciFMH8svne4,Michael Carl,Deep temporal Models of the Translation Process
"Parr, Pezzulo, Friston 2022 Textbook Cohort 4, Chapter 9 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 4, Chapter 9 part 1",10/31/2023 12:00 PM,https://youtu.be/5a8zJ25BLYU,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 5, Chapter 3 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 5, Chapter 3 part 2",10/31/2023 12:00 PM,https://youtu.be/hREkvTcNNRo,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Active Inference for the Social Sciences — Conclusion (Discussion) ",Active Inference for the Social Sciences,"— Conclusion (Discussion) ",11/1/2023,https://www.youtube.com/watch?v=cGW-ZAvybz8&list=PLNm0u2n1IwdoE8kkRwf1B6o4qhrbVcyFw&,Avel Guénin-Carlut,Conclusion (Discussion) — Course home
Livestream #055.1,Livestream,#055.1,11/1/2023,https://www.youtube.com/watch?v=YNsUMgOQYpk,Magnus T Koudahl,"Realising Synthetic Active Inference Agents, Part I: Epistemic Objectives and Graphical Specification Language

Realising Synthetic Active Inference Agents, Part II: Variational Message Updates"
Livestream #056.0,Livestream,#056.0,11/2/2023,https://www.youtube.com/watch?v=KX62d4gvFAY,,"Four papers on Neural coding, Predictive processing, and Cognitive modeling."
GuestStream #063.1,GuestStream,#063.1,11/7/2023,https://www.youtube.com/watch?v=6Yr_g9j4kso,Michał Piekarski,Incorporating (variational) free energy models into mechanisms: the case of predictive processing under the free energy principle
"Parr, Pezzulo, Friston 2022 Textbook Cohort 4, Chapter 9 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 4, Chapter 9 part 2",11/7/2023 12:00 PM,https://youtu.be/rOchZu64b3A,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 5, Chapter 4 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 5, Chapter 4 part 1",11/7/2023 12:00 PM,https://youtu.be/wFZSLtbhDLE,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Livestream #056.1,Livestream,#056.1,11/14/2023,https://www.youtube.com/watch?v=BMrgdUnF2iI,Alexander Ororbia,"Four papers on Neural coding, Predictive processing, and Cognitive modeling."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 4, Chapter 10 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 4, Chapter 10 part 1",11/14/2023 12:00 PM,https://youtu.be/yICyXcr2idI,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 5, Chapter 4 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 5, Chapter 4 part 2",11/14/2023 12:00 PM,https://youtu.be/D0eSAByd_Ak,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Livestream #055.2,Livestream,#055.2,11/16/2023,https://www.youtube.com/watch?v=N7QSuazEEhE,Magnus T Koudahl,"Realising Synthetic Active Inference Agents, Part I: Epistemic Objectives and Graphical Specification Language

Realising Synthetic Active Inference Agents, Part II: Variational Message Updates"
OrgStream #005.1,OrgStream,#005.1,11/20/2023,https://www.youtube.com/watch?v=q8OIuyFXqQ0,Anna-Marie Swan,Ecological organisations: reimagining our organisations and communities as radically responsible and responsive ecosystem members
Livestream #056.2,Livestream,#056.2,11/21/2023,https://www.youtube.com/watch?v=0CY0fTqtdHo,Alexander Ororbia,"Four papers on Neural coding, Predictive processing, and Cognitive modeling."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 4, Chapter 10 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 4, Chapter 10 part 2",11/21/2023 12:00 PM,https://youtu.be/82jRowV0oqA,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
